x y z
-2762450.853788 1.928274 6431855.838623
-2340946.722158 2.665541 6596959.958572
-1909653.808345 -0.123899 6734471.651880
-1470393.974945 0.233477 6843823.975948
-1024944.395701 -0.552966 6924542.684716
-575231.733211 1.218523 6976304.851473
-123125.115669 -0.073962 6998890.802461
329495.392301 0.300163 6992223.321435
780785.458106 1.644906 6956338.913557
1228752.854435 0.999028 6891309.509322
1671572.380896 2.068412 6797473.367547
2107458.656043 0.751230 6675219.710860
2534520.623882 0.344673 6525047.517683
2950947.740514 3.639655 6347578.029641
3355060.904033 -3.896375 6143573.561532
3745178.072152 1.144714 5913876.440118
4119546.824149 3.071305 5659443.833104
4476750.211525 -4.327562 5381343.101665
4815216.316769 -6.645871 5080719.442816
5133520.668291 0.797048 4758874.650741
5430386.583725 -5.417222 4417119.793657
5704550.869379 7.386311 4056864.172523
5954844.240420 2.046219 3679667.560712
6180223.324961 5.780766 3287085.842584
6379769.156128 -5.398419 2880739.982274
6552614.057148 -8.671031 2462368.671484
6698058.792433 0.226875 2033717.024327
6815524.276595 8.744436 1596493.936104
6904434.587275 7.632064 1152650.507224
6964481.712927 -11.929262 703992.293712
6995448.425462 -1.940124 252350.485345
6997129.611858 -4.296597 -200321.833084
6969544.789612 2.949619 -652170.210245
6912832.716047 -1.344701 -1101288.915549
6827172.179841 0.847044 -1545779.248983
6713016.990345 4.969292 -1983861.551666
6570730.746434 -6.647651 -2413605.170546
6400991.201713 -11.869326 -2833256.752288
6204501.482118 7.275682 -3241067.565422
5982018.590022 -3.083036 -3635282.443272
5734535.332448 3.076551 -4014311.941643
5463074.610195 12.228341 -4376624.193757
5168762.575620 10.588828 -4720580.401776
4852868.563219 -0.333286 -5044789.918454
4516621.809548 -0.364169 -5347902.079590
4161510.407791 -12.040608 -5628647.046322
3789030.342473 1.850214 -5885888.258996
3400663.888908 -1.037136 -6118483.932814
2998075.638612 1.982713 -6325462.203263
2582944.487992 -2.015657 -6506035.216414
2157018.755187 -2.106134 -6659347.087395
1722098.044233 3.176143 -6784897.727826
1279960.178499 0.096360 -6882000.335637
832446.137735 -0.356273 -6950298.014656
381460.161723 -0.617762 -6989609.593610
-71091.906224 -0.019856 -6999623.096333
-523386.323880 1.000304 -6980389.406306
-973471.553547 0.965647 -6931936.285600
-1419469.216805 0.532540 -6854553.786772
-1859540.016995 -0.171762 -6748468.826581
-2291869.698550 1.682727 -6614165.993910
-2714570.244221 0.881366 -6452208.667634
-3125927.108381 -0.646635 -6263230.816688
-3524238.593887 4.340224 -6048125.035818
-3907788.574418 0.952921 -5807687.686490
-4274987.548531 4.704602 -5542930.382296
-4624294.070930 -5.147286 -5255102.213182
-4954315.884566 -7.068214 -4945176.495178
-5263581.384025 -2.333450 -4614604.489578
-5550861.297969 -8.119201 -4264734.401514
-5814893.368079 5.607999 -3897016.668037
-6054638.159325 -9.273182 -3513064.204090
-6269042.260657 -1.515807 -3114364.503601
-6457231.208943 4.553020 -2702660.183848
-6618412.254219 12.326493 -2279640.546535
-6751900.524555 -1.546079 -1847057.481262
-6857192.375862 -5.172304 -1406817.661863
-6933775.067962 -5.098905 -960637.357675
-6981379.435439 12.133923 -510494.238252
-6999758.155851 2.084463 -58189.939892
-6988902.502965 -12.712512 394386.690535
-6948779.147861 -2.775646 845301.270855
-6879604.824166 -1.299588 1292656.081620
-6781670.882643 -0.779846 1734630.707573
-6655370.749363 -7.582115 2169321.092864
-6501233.127584 1.562078 2594982.156793
-6319921.673478 -5.225365 3009763.770634
-6112183.774470 0.887248 3411936.416818
-5878832.546265 8.932028 3799889.366376
-5620940.468224 -5.174949 4171909.743863
-5339524.806628 -8.795511 4526512.452178
-5035805.568774 5.290414 4862154.807557
-4711022.909476 0.345652 5177481.613221
-4366499.094095 7.253713 5471162.037726
-4003741.138734 8.311969 5741956.369314
-3624258.444270 4.157774 5988724.418008
-3229602.957650 4.158899 6210457.192669
-2821414.547669 -3.188292 6406210.467056
-2401439.824755 -0.462087 6575181.151903
-1971431.025499 -0.295385 6716652.814679
-1533169.609026 0.198667 6830029.301001
-1088533.631110 -0.486370 6914856.096632
-639317.697851 0.133255 6970765.276599
-187398.087699 -0.059080 6997471.105435
265253.548207 0.094453 6994927.259003
716807.051456 -1.138553 6963170.137179
1165417.136166 1.753323 6902308.789010
1609106.720607 -0.619326 6812545.363740
2046101.545175 3.481788 6694301.761560
2474476.297692 4.109373 6548048.524834
2892539.767236 -4.979949 6374417.729422
3298510.941829 4.984067 6174138.972161
3690695.802444 1.313051 5948016.761325
4067420.061660 5.510763 5697033.866857
4427111.158922 3.099223 5422227.469200
4768390.509042 0.623365 5124717.496889
5089622.439593 5.264388 4805805.509971
5389602.901026 -11.832239 4466790.488305
5667048.124012 3.292678 4109086.705971
5920753.842477 1.363014 3734225.290725
6149726.288287 12.559331 3343730.453474
6353003.100777 -4.360826 2939237.738823
6529731.971350 -3.899527 2522447.267232
6679078.893827 -17.293669 2095131.433011
6800533.082887 1.994439 1659053.869475
6893560.958384 3.840732 1216044.737101
6957726.570306 -12.909172 767917.113428
6992812.901727 -9.743684 316594.701994
6998642.952214 -5.733496 -136040.574091
6975249.095161 3.258436 -588130.809877
6922647.545823 2.275579 -1037777.609174
6841058.576145 -1.023592 -1483021.503086
6730930.007065 -0.208124 -1922110.781178
6592622.438811 9.140946 -2353130.136209
6426745.633728 -2.521428 -2774361.406259
6234013.330707 15.141256 -3183965.783227
6015138.090651 -1.421888 -3580188.471643
5771204.215587 -1.376019 -3961541.390045
5503035.969353 5.024498 -4326277.995985
5211902.343422 -1.740302 -4672912.256739
4898971.513043 -8.063606 -5000016.199209
4565551.337278 1.003387 -5306182.768929
4213044.165912 0.674906 -5590186.809094
3842911.625038 2.921161 -5850830.445514
3456721.761899 -0.421241 -6086983.433662
3056023.631547 3.279218 -6297689.098857
2642587.067734 -1.669011 -6482005.657878
2218094.803045 0.166740 -6639278.846494
1784324.270778 1.158932 -6768754.436953
1343110.736251 0.101551 -6869941.307708
896246.528908 -1.214100 -6942378.424769
445638.520996 0.018452 -6985805.431137
-6806.213139 0.000912 -7000028.642241
-459253.058522 0.402848 -6984948.456325
-909750.903648 0.572380 -6940636.221367
-1356456.503950 1.012335 -6867303.619445
-1797498.369276 0.999395 -6765279.486186
-2231021.009297 -3.510264 -6634933.925935
-2655215.958986 -1.407896 -6476842.290673
-3068274.267529 -0.814640 -6291715.760519
-3468524.761433 0.856138 -6080220.023607
-3854255.469737 -0.735757 -5843330.976705
-4223895.705534 2.927583 -5581965.322274
-4575870.731499 4.852101 -5297325.136167
-4908710.501220 -1.544200 -4990474.026565
-5221015.269366 -0.815744 -4662788.184716
-5511448.451674 4.852048 -4315544.698739
-5778872.063418 5.282268 -3950318.642132
-6022105.399731 6.803250 -3568481.368189
-6240172.506975 0.745995 -3171814.645577
-6432130.023695 8.895730 -2761847.588895
-6597177.436903 0.124353 -2340304.566721
-6734654.106528 0.767557 -1909003.306247
-6843984.307579 8.710361 -1469739.640198
-6924663.733173 0.316554 -1024296.300172
-6976360.605036 -4.410181 -574564.692834
-6998949.575501 -15.966945 -122454.458993
-6992197.605311 1.911561 330193.759638
-6956247.489631 -1.689606 781440.056340
-6891184.033532 -8.118111 1229435.088486
-6797304.237545 -10.353140 1672265.438734
-6675032.151346 -1.858229 2108111.639785
-6524825.319237 3.886301 2535138.323412
-6347301.391818 10.836249 2951587.629553
-6143226.770504 2.833802 3355672.270743
-5913495.753404 -2.786330 3745727.264799
-5659037.808257 6.475076 4120113.600933
-5380875.317451 11.051042 4477287.110118
-5080268.746600 2.786109 4815697.036604
-4758386.595877 -12.025387 5133992.826207
-4416590.383033 -5.885242 5430817.704349
-4056322.177448 3.764760 5704933.237549
-3679082.885316 2.931495 5955188.057118
-3286489.816424 -3.535287 6180535.005989
-2880121.358818 -4.710289 6380028.572333
-2461745.289041 2.694422 6552848.871322
-2033060.577820 -1.198505 6698265.983581
-1595853.417046 0.922007 6815662.884834
-1152000.140125 1.288817 6904567.167369
-703292.432800 0.112818 6964578.803411
-251663.875633 -0.186922 6995476.223192
201014.500060 -0.286807 6997101.696448
652851.666556 -0.210250 6969483.337975
1101954.198929 -0.396991 6912710.280377
1546503.873465 0.968318 6827047.137189
1984517.893604 -0.242433 6712810.985972
2414256.917096 1.449043 6570501.826570
2833885.009594 1.308755 6400717.188813
3241667.336018 -3.219151 6204159.044570
3635840.658645 3.867285 5981668.110337
4014926.850188 -5.447556 5734147.688541
4377143.757871 5.531515 5462654.038353
4721089.137128 1.546187 5168307.449229
5045271.364992 0.817547 4852349.979503
5348362.467946 -2.702413 4516105.152842
5629040.077316 -5.675158 4160990.423710
5886199.388130 1.972907 3788443.799425
6118769.910122 -0.684916 3400070.846681
6325781.793796 -8.600817 2997433.899952
6506280.083986 0.417154 2582319.776765
6659598.513647 5.920073 2156383.344527
6785065.379220 -11.320398 1721417.028486
6882108.354994 -4.864417 1279266.828867
6950408.071676 -2.950836 831769.732470
6989647.639932 -7.497171 380810.064298
6999605.938174 -10.591603 -71766.064342
6980362.670387 -5.405953 -524051.120236
6931865.765820 -0.699617 -974120.910057
6854447.775979 -0.833860 -1420139.898733
6748331.633764 -3.737640 -1860193.130335
6613935.203632 6.421497 -2292489.340724
6451939.990501 -12.486872 -2715212.895131
6262951.167334 -11.121660 -3126526.760190
6047768.099236 -2.816161 -3524843.310880
5807320.021002 1.823009 -3908361.451190
5542537.061407 -8.247151 -4275510.366438
5254602.908795 -2.343179 -4624835.600868
4944715.724612 2.708495 -4954804.146656
4614087.828685 -0.299686 -5264067.804451
4264183.540857 -1.107504 -5551254.821332
3896454.038198 -4.041310 -5815250.002791
3512448.657934 2.464495 -6054951.021707
3113710.979524 2.044423 -6269324.041973
2701990.304930 4.976315 -6457475.244931
2278969.048283 0.712470 -6618635.495150
1846421.171094 1.591077 -6752067.273857
1406147.095497 -2.281298 -6857307.939760
959975.467628 -1.363518 -6933896.806272
509788.721711 0.370741 -6981404.555935
57455.943775 -0.018262 -6999757.434111
-395098.037283 -0.107715 -6988839.951734
-845961.389804 0.047083 -6948722.216978
-1293323.197620 -0.367977 -6879464.700344
-1735288.555731 1.877054 -6781507.304413
-2169973.956186 0.376630 -6655177.683613
-2595615.466544 -2.476224 -6500989.721350
-3010366.188489 2.606722 -6319636.137550
-3412564.590145 -2.360521 -6111851.042778
-3800445.612365 8.408004 -5878519.025339
-4172457.637212 0.855632 -5620547.178109
-4526992.828996 0.859328 -5339079.848886
-4862654.863427 2.992311 -5035342.863028
-5177921.788337 0.550584 -4710491.810320
-5471564.551868 0.694214 -4365979.379916
-5742337.984421 3.249563 -4003222.014932
-5989054.085273 -2.815703 -3623652.226896
-6210759.600561 3.747265 -3228986.408146
-6406502.730959 -7.397224 -2820798.734773
-6575406.161637 -1.290310 -2400768.770672
-6716837.112712 6.400568 -1970761.881362
-6830191.892797 -8.944637 -1532505.775612
-6914941.188369 -8.060863 -1087831.988828
-6970801.124718 -10.020493 -638607.622549
-6997514.671353 -0.440929 -186711.747330
-6994945.052529 7.643993 265957.209562
-6963136.797648 2.151484 717526.838812
-6902178.533555 -2.681674 1166101.510145
-6812368.692806 -4.557877 1609790.523506
-6694095.307228 -6.334572 2046717.190525
-6547807.410497 3.144821 2475116.171168
-6374143.950188 2.711414 2893152.749387
-6173785.675861 -17.938220 3299116.389369
-5947623.283877 -1.641433 3691264.216463
-5696613.873711 2.465966 4067992.881527
-5421791.878754 5.717670 4427656.681285
-5124266.822965 4.068817 4768848.310080
-4805316.040156 4.918398 5090085.517912
-4466297.632761 6.731453 5390026.476784
-4108561.736668 -2.913461 5667426.975541
-3733617.435314 0.326048 5921148.230243
-3343109.268045 2.995485 6150093.432659
-2938628.098443 -3.014993 6353310.443146
-2521799.220972 -0.096692 6529961.142639
-2094496.303331 2.613869 6679311.648876
-1658405.435262 -1.452602 6800728.424277
-1215336.998848 0.157876 6893688.103452
-767225.838666 1.494761 6957827.296418
-315900.245309 0.078319 6992863.963300
136748.619658 -0.033789 6998683.562751
588811.238548 -0.534870 6975184.216161
1038413.080532 0.432685 6922536.332455
1483732.884564 0.570563 6840961.882451
1922749.720615 -3.432910 6730742.784773
2353784.224331 -1.778442 6592393.859056
2774984.330315 0.197897 6426468.505064
3184548.242688 -0.447964 6233669.867699
3580808.747897 2.925462 6014804.225402
3962081.805215 -7.933286 5770785.218542
4326791.862406 1.104623 5502623.534583
4673423.924787 1.090495 5211453.864789
5000502.003614 7.533230 4898481.043854
5306654.514711 -0.975810 4565034.964370
5590601.701195 3.813892 4212498.587483
5851184.563774 -5.698488 3842328.813868
6087310.606960 3.365562 3456104.291875
6297924.807778 -9.998995 3055441.841760
6482299.108037 -0.882853 2641961.040092
6639503.491405 1.377450 2217449.149739
6768906.289515 -0.070196 1783691.956656
6870059.530947 -5.765382 1342441.778837
6942485.318322 5.311793 895568.557600
6985886.656045 3.610005 444926.835380
6999973.243135 3.922027 -7471.481184
6984877.749597 -6.421871 -459920.016141
6940519.000660 -7.819531 -910415.658630
6867187.477465 2.606846 -1357124.913901
6765117.048344 -5.321888 -1798150.598435
6634759.184946 2.411623 -2231645.289816
6476591.204820 2.605786 -2655831.196159
6291399.563130 -1.748707 -3068896.965405
6079905.149855 -5.238978 -3469127.091487
5842954.250715 -1.297539 -3854858.178407
5581568.183700 -0.054851 -4224450.810384
5296843.697510 -0.606131 -4576358.496484
4990004.161660 -8.453364 -4909185.268816
4662248.840442 3.394632 -5221416.997294
4315003.353659 -2.345254 -5511868.924215
3949714.370202 -2.740583 -5779264.022399
3567906.976933 3.382031 -6022479.653669
3171199.161864 -5.601998 -6240451.675875
2761227.014266 -4.172083 -6432399.468005
2339676.237437 -0.189479 -6597403.407716
1908345.120247 5.075126 -6734843.228653
1469068.552046 -1.930779 -6844116.164782
1023606.475188 1.263295 -6924771.538428
573896.861357 0.102581 -6976412.342977
121754.192625 -0.098554 -6998943.054158
-330834.853665 0.173055 -6992186.667279
-782130.529015 0.367285 -6956221.444594
-1230095.730556 -0.044629 -6891054.572334
-1672912.986364 -1.550293 -6797182.119830
-2108782.972573 1.183076 -6674800.328990
-2535770.119644 -1.793143 -6524570.949194
-2952196.701763 0.475902 -6347002.309345
-3356266.067437 -5.794406 -6142917.127278
-3746271.624387 6.950050 -5913111.653011
-4120656.660611 2.821604 -5658593.874833
-4477800.982210 4.711059 -5380465.303140
-4816199.998166 -0.645531 -5079773.703302
-5134447.578205 -8.878047 -4757840.282078
-5431223.791493 1.226791 -4416057.896718
-5705335.243246 5.456897 -4055774.478242
-5955539.899166 -7.323965 -3678486.704529
-6180845.633062 -7.720195 -3285888.327075
-6380319.333023 2.659154 -2879550.604529
-6553082.310581 -15.934341 -2461086.784179
-6698463.312691 6.192810 -2032409.887557
-6815807.685869 5.296563 -1595207.626785
-6904672.453694 -5.328020 -1151304.888520
-6964613.336772 7.381439 -702569.249655
-6995450.794321 -0.985963 -250954.651802
-6997092.322184 -8.292002 201698.396255
-6969431.514706 2.529537 653539.857299
-6912581.620709 -1.169296 1102652.171636
-6826870.735347 -3.552647 1547163.694584
-6712624.785698 2.325814 1985151.809779
-6570272.594648 4.254283 2414877.096556
-6400437.816562 -2.850720 2834489.454580
-6203840.660311 -3.933815 3242277.891375
-5981314.421631 -11.956644 3636464.844141
-5733771.187027 3.658447 4015471.003585
-5462214.639081 3.177700 4377682.934577
-5167852.716047 -1.563875 4721586.812551
-4851867.283990 -0.344247 5045722.346299
-4515575.471067 -2.330338 5348790.340460
-4160433.088932 -7.436295 5629471.947087
-3787851.246584 -2.696085 5886594.604193
-3399438.829303 2.527254 6119122.346646
-2996849.631987 1.114172 6326057.441356
-2581687.898188 0.645843 6506526.968373
-2155728.329718 0.342518 6659790.748392
-1720777.813827 -1.766800 6785202.877230
-1278598.433549 1.404212 6882230.979527
-831105.425417 0.314674 6950493.467357
-380101.635557 -0.010725 6989651.061400
72461.924065 0.032572 6999635.477780
524727.896105 0.074769 6980299.215464
974786.788268 -1.807142 6931779.530555
1420825.029000 0.456544 6854295.144743
1860874.006075 0.333315 6748123.979014
2293132.923742 -0.663342 6613733.162250
2715821.657044 2.677667 6451684.887476
3127147.358341 1.885739 6262656.520043
3525397.304310 -2.400328 6047436.397840
3908924.402108 0.287061 5806920.627034
4276057.286547 0.357522 5542127.449686
4625370.133710 5.742713 5254142.149425
4955301.836723 1.668796 4944200.051431
5264494.454376 -4.597515 4613583.466169
5551674.054755 11.831633 4263664.799805
5815661.803016 8.820032 3895913.692259
6055284.786730 -0.178454 3511892.974983
6269643.825919 -3.542425 3113130.456259
6457747.528084 -4.071562 2701385.363816
6618835.456599 -3.534687 2278350.477823
6752245.789246 7.016807 1845778.040330
6857458.399974 -0.179696 1405466.088324
6933945.941839 6.266495 959314.610001
6981480.423941 13.645032 509093.020256
6999775.327327 5.074188 56804.401289
6988802.021378 -4.839902 -395735.614100
6948587.601722 -11.566633 -846659.614221
6879351.530145 -1.503729 -1294000.191181
6781331.859533 3.961845 -1735961.427982
6654958.016751 9.782326 -2170659.238949
6500735.696497 6.802117 -2596236.735450
6319322.883085 6.747736 -3011012.515924
6111513.500096 -3.541334 -3413158.698343
5878121.103122 -1.628025 -3800987.451887
5620138.332691 -5.971869 -4173005.266323
5338682.425465 2.226814 -4527556.271257
5034858.379189 3.867150 -4863125.926785
4709988.349870 -2.431447 -5178391.259045
4365428.180642 2.916368 -5471989.152014
4002627.642376 -0.157870 -5742738.337935
3623091.812797 0.795882 -5989390.884554
3228384.333491 2.531731 -6211087.871061
2820135.151355 -2.810650 -6406738.820989
2400185.079280 1.569786 -6575626.187596
1970145.324100 -2.431726 -6717042.574193
1531847.748649 -1.330616 -6830331.618206
1087186.536421 -1.308205 -6915057.715347
637947.406121 0.268671 -6970862.556208
186047.737716 0.168393 -6997530.440258
-266627.693299 -0.467558 -6994917.102451
-718193.129915 0.391066 -6963062.647322
-1166739.021934 2.225812 -6902089.594594
-1610430.753142 -0.157343 -6812214.072761
-2047384.528181 2.034740 -6693912.817525
-2475760.313404 -1.576298 -6547545.893816
-2893774.629827 0.291193 -6373871.207700
-3299716.236240 -4.651061 -6173465.385389
-3691844.566213 -2.978615 -5947301.126438
-4068526.546371 6.013747 -5696249.199416
-4428189.208577 3.021382 -5421364.313101
-4769351.446449 -3.771856 -5123820.822692
-5090558.680049 -7.082611 -4804822.516018
-5390448.641988 11.022075 -4465752.059540
-5667832.174689 5.178739 -4107968.001263
-5921509.221717 4.752164 -3733065.588338
-6150415.601583 9.082439 -3342523.546244
-6353574.635722 1.843446 -2938001.692670
-6530236.319187 -3.270368 -2521183.809943
-6679515.170968 10.492562 -2093809.923780
-6800899.058448 15.805851 -1657759.374316
-6893783.486501 -12.674904 -1214671.054771
-6957897.070430 5.156309 -766529.196633
-6992909.089949 8.937119 -315245.582128
-6998643.602966 3.046621 137423.604811
-6975142.514940 7.862991 589511.964911
-6922462.123216 4.867932 1039094.240555
-6840811.225681 3.515228 1484350.300564
-6730572.277533 7.987576 1923402.854705
-6592131.704426 -7.599966 2354449.851340
-6426216.283861 -1.348603 2775587.483383
-6233365.677109 3.447848 3185161.865435
-6014469.143461 -2.107597 3581373.141968
-5770392.161208 8.430305 3962646.483953
-5502193.508069 -2.640232 4327329.545279
-5211028.308557 2.734007 4673895.979199
-4898002.196354 0.252235 5000964.856830
-4564533.608039 1.453212 5307090.703854
-4211939.429368 -2.012119 5591018.099160
-3841720.008477 -2.779938 5851574.708044
-3455526.180387 -5.946820 6087647.847043
-3054823.530084 -3.267398 6298264.391099
-2641342.442980 -2.472550 6482540.782783
-2216787.066536 -4.582402 6639709.494471
-1783013.089901 -4.342486 6769114.164063
-1341789.999987 -0.255798 6870211.596645
-894902.503097 -0.475631 6942563.454614
-444302.740141 -0.930009 6985899.776175
8169.938337 0.005080 6999992.401271
460608.082742 0.648865 6984840.663688
911085.891310 -0.705221 6940444.846853
1357806.278175 -0.630266 6867055.544487
1798827.767635 -1.035818 6764932.620477
2232292.947564 1.374561 6634515.898417
2656458.259909 4.720523 6476355.638883
3069519.063993 3.736109 6291112.284226
3469747.400878 4.039100 6079561.386007
3855447.462601 7.346782 5842573.760950
4224970.047310 5.564825 5581174.358620
4576898.694187 9.547663 5296418.456452
4909669.232325 4.008656 4989517.445188
5221861.525785 5.026800 4661737.129464
5512293.307165 2.189366 4314459.040341
5779641.917374 -6.840490 3949152.886625
6022785.401529 -13.166943 3567343.734916
6240807.463018 -13.359332 3170587.618240
6432665.753640 6.298774 2760587.465115
6597663.257150 11.262121 2339030.431190
6735053.881061 4.341637 1907709.399048
6844244.765698 3.221382 1468420.389210
6924854.122782 -15.427223 1022934.042555
6976464.305094 0.835205 573215.882049
6998908.553064 -5.257364 121103.924426
6992153.739396 -7.804714 -331534.554675
6956070.006579 6.397870 -782739.647016
6890956.832041 -0.557055 -1230757.382483
6797020.341024 3.943285 -1673601.498780
6674639.532853 -9.827258 -2109429.807351
6524318.026265 5.821121 -2536418.227627
6346727.157820 0.936771 -2952812.242476
6142587.026309 -4.758504 -3356892.792959
5912780.788040 -0.923397 -3746891.785481
5658223.289110 2.450247 -4121228.280358
5380029.731798 1.313506 -4478319.504056
5079332.982055 -2.224377 -4816696.177986
4757381.259111 -7.116501 -5134944.040291
4415511.770780 -2.003070 -5431710.243301
4055210.963021 1.053514 -5705725.970176
3677937.860604 2.537372 -5955935.770061
3285277.270730 -2.267212 -6181190.659706
2878901.178855 3.240904 -6380604.656765
2460454.982860 0.640236 -6553327.954085
2031746.202081 -1.705861 -6698681.339230
1594540.858373 -0.109248 -6816005.027971
1150641.086420 -1.824001 -6904795.018726
701937.901183 0.084146 -6964712.243385
250321.435448 0.329875 -6995550.403637
-202361.425726 0.113785 -6997059.001739
-654219.980747 -0.035111 -6969378.179787
-1103294.475671 0.640873 -6912497.351277
-1547791.004494 -1.023233 -6826724.697635
-1985809.189206 -1.428208 -6712385.900033
-2415511.784867 0.358611 -6570056.557119
-2835128.409136 2.694347 -6400188.296498
-3242867.780357 2.086270 -6203497.936827
-3637058.305776 0.858461 -5980964.813564
-4016029.733813 7.816452 -5733371.513900
-4378239.806964 3.181873 -5461806.641780
-4722068.065038 1.523566 -5167387.341725
-5046202.862454 -1.783758 -4851364.543292
-5349203.891281 0.172437 -4515053.930690
-5629893.771143 2.447720 -4159883.665498
-5886963.661879 -6.516578 -3787276.188853
-6119458.073865 1.591911 -3398855.151739
-6326327.730197 -0.655368 -2996187.004106
-6506771.939226 0.713040 -2581042.960128
-6660016.970152 -1.623489 -2155096.802075
-6785332.666798 2.966270 -1720086.743286
-6882364.040061 -7.207536 -1277925.582081
-6950564.360586 10.383412 -830421.461868
-6989720.852763 6.522426 -379433.022700
-6999604.329484 -4.091231 73130.191231
-6980260.421553 -7.981244 525404.473488
-6931697.450146 11.967877 975481.422218
-6854159.839448 4.783739 1421479.125083
-6747940.768356 -3.607912 1861525.493831
-6613503.753816 -4.433295 2293791.013984
-6451430.173472 8.909476 2716458.729257
-6262333.875203 5.886699 3127776.025723
-6047091.128882 -4.212085 3525984.983682
-5806525.538830 0.877916 3909495.454014
-5541733.915231 2.458583 4276600.553820
-5253691.076343 -3.077374 4625860.009245
-4943723.035802 -7.921622 4955760.302182
-4613059.352708 2.729566 5264941.393139
-4263127.383910 -4.469492 5552093.974130
-3895342.446653 1.584107 5816037.181690
-3511282.419456 -1.889739 6055651.721274
-3112516.853229 2.734695 6269946.477599
-2700748.620741 -3.682483 6458010.804461
-2277714.471444 -1.727956 6619075.450845
-1845111.602337 2.191012 6752450.253948
-1404776.142718 -0.356428 6857579.377774
-958598.928857 1.557769 6934032.846703
-508416.027097 -0.493283 6981485.909469
-56121.021832 -0.002797 6999790.765181
396420.597831 0.255790 6988750.785410
847306.053860 0.868688 6948516.854504
1294656.603342 -0.580656 6879226.653799
1736609.504498 -3.418326 6781166.913793
2171284.024133 1.482671 6654742.954451
2596872.679759 -0.783690 6500481.324769
3011598.487370 3.977298 6319040.555888
3413728.426247 -1.254383 6111174.480211
3801590.106820 -0.458161 5877750.897667
4173540.871792 -3.554862 5619739.436230
4528043.789343 3.256985 5338227.525015
4863658.976983 1.777899 5034380.914443
5178821.126361 -4.650394 4709509.038116
5472427.880261 -1.319809 4364918.883618
5743106.940481 -1.272574 4002075.415189
5989786.166720 15.471817 3622495.303077
6211395.210768 -8.359601 3227768.862300
6407058.980559 -1.762476 2819547.988544
6575889.560796 4.315294 2399535.536361
6717245.685721 -3.116925 1969478.740746
6830477.082629 -2.872406 1531209.051588
6915186.421263 0.147888 1086474.525617
6970936.438238 3.681333 637275.221524
6997556.351029 10.516915 185343.203891
6994877.178181 7.202966 -267289.089144
6962981.215086 -7.369229 -718854.166328
6901972.239659 4.871893 -1167422.756619
6812088.781938 -6.702581 -1611108.410367
6693709.533053 -13.022998 -2048069.836209
6547325.402514 -3.493237 -2476387.213181
6373558.976801 11.011891 -2894402.643704
6173174.530506 -1.672898 -3300309.170273
5946964.154368 4.290140 -3692392.834715
5695849.984079 -2.180008 -4069065.507389
5420924.783821 8.454561 -4428736.470705
5123329.475278 -0.538207 -4769852.737318
4804334.187701 4.951218 -5091017.151197
4465236.877199 4.833518 -5390898.169224
4107452.095293 0.449317 -5668261.297529
3732468.645881 6.984108 -5921835.252594
3341929.521937 -4.814451 -6150763.328850
2937359.982335 1.903390 -6353863.611194
2520521.601148 -1.573538 -6530406.139967
2093196.042045 -0.228096 -6679743.889414
1657067.934919 -0.288734 -6801054.190678
1213999.403234 -1.603935 -6893909.880528
765882.306056 -0.137566 -6957981.418222
314533.068923 -0.147513 -6992926.383283
-138108.031640 -0.028801 -6998639.177639
-590159.615435 0.027605 -6975110.397606
-1039779.478520 -0.577504 -6922371.071616
-1485021.725161 -0.007209 -6840646.333383
-1924049.423786 1.178047 -6730394.737633
-2355076.326444 -0.822720 -6591946.742978
-2776231.036721 -2.118962 -6425947.688593
-3185753.899954 4.773838 -6233026.363214
-3581964.534523 0.276384 -6014099.537279
-3963194.628152 -3.712327 -5770004.074837
-4327827.207656 -5.336124 -5501757.497737
-4674436.696837 -5.702714 -5210544.620231
-5001420.830277 -0.892031 -4897512.717871
-5307549.658919 -7.447737 -4564009.148657
-5591420.150513 -5.368687 -4211404.994978
-5851945.625851 0.509821 -3841187.129484
-6088008.942364 8.645496 -3454947.522732
-6298552.386964 7.676537 -3054192.492492
-6482804.158793 -5.436743 -2640699.909099
-6639909.145608 4.976801 -2216153.474959
-6769305.322254 0.685692 -1782365.926753
-6870335.014571 -5.030989 -1341091.506083
-6942665.295995 -1.404748 -894210.526267
-6985910.759076 -5.148799 -443623.123496
-6999973.266305 -0.626347 8862.936951
-6984782.386327 1.205595 461285.476483
-6940348.364424 -2.678737 911777.660312
-6866904.956698 1.186115 1358471.025283
-6764752.288513 5.208128 1799471.733249
-6634317.963773 -10.721615 2232930.596589
-6476118.579114 -9.122942 2657061.051017
-6290814.174976 -2.726592 3070132.178924
-6079204.468744 6.461689 3470301.970730
-5842199.589872 6.528200 3855990.584990
-5580735.518692 -5.424235 4225533.451024
-5295923.178640 5.455199 4577415.055188
-4989032.422020 2.063294 4910149.992135
-4661231.599295 7.603435 5222343.730832
-4313921.609618 2.783954 5512716.069141
-3948578.381339 -7.043291 5780013.146609
-3566745.726025 1.624513 6023145.868831
-3169961.874741 2.180898 6241088.448600
-2759963.403261 0.578268 6432933.980611
-2338399.919725 -2.014539 6597872.554515
-1907074.025220 1.358724 6735224.004915
-1467713.902212 2.032755 6844392.500147
-1022287.245885 -1.261110 6924963.331757
-572542.323409 0.465973 6976556.104919
-120406.027177 -0.094011 6998966.089939
332245.316658 -0.622083 6992150.063973
783476.934828 0.373424 6956021.717211
